species,lon,lat,countryCode,year,basisOfRecord,individualCount,institutionCode,datasetName,gbifID
NA,-75.829528,-9.221861,PER,2024,PRESERVED_SPECIMEN,1,COL,Tropicos,5054558306
NA,-74.480556000000007,3.893611,COL,2023,PRESERVED_SPECIMEN,3,COL,Tropicos,5868815018
NA,-75.268611,5.81,COL,2023,PRESERVED_SPECIMEN,3,COL,Tropicos,5868814678
NA,-76.103056,-8.490833,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831595616
NA,-76.101667,-8.490278,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831605446
NA,-76.118889,-8.489722,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831614206
NA,-76.103056,-8.491944,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831616504
NA,-76.093333,-8.491111,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831631100
NA,-76.0975,-8.493611,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831636707
NA,-76.094722,-8.491944,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831636956
NA,-67.500833,-16.343889,BOL,2022,PRESERVED_SPECIMEN,8,COL,Tropicos,4062117049
NA,-74.368611,4.661389,COL,2022,PRESERVED_SPECIMEN,1,COL,Tropicos,5831625571
NA,-76.007222,-7.0619440000000004,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831605697
NA,-76.013333,-7.066667,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831607547
NA,-76.010278,-7.062222,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831622665
NA,-75.573889,-10.1825,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831619062
NA,-74.206111,5.011389,COL,2022,PRESERVED_SPECIMEN,3,COL,Tropicos,5868814992
NA,-75.976944,-7.3425,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831608265
NA,-75.983056,-7.361111,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831613269
NA,-75.964167,-7.342222,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831616761
NA,-75.896917,5.49925,COL,2022,PRESERVED_SPECIMEN,1,COL,Tropicos,3946856753
NA,-75.835278,-7.4275,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831588762
NA,-75.8325,-7.432778,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831599200
NA,-75.818889,-7.419444,PER,2022,PRESERVED_SPECIMEN,4,COL,Tropicos,5831609820
NA,-75.327222,-10.666111,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831589418
NA,-75.211667,-10.691389,PER,2021,PRESERVED_SPECIMEN,5,COL,Tropicos,5831589910
NA,-65.734444,-17.157222,BOL,2021,PRESERVED_SPECIMEN,1,COL,Tropicos,4061402581
NA,-76.050556,-6.935833,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831585485
NA,-75.2175,-10.693611,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831604389
NA,-75.204167,-10.688611,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831615289
NA,-64.707208,-17.827133,BOL,2021,PRESERVED_SPECIMEN,6,COL,Tropicos,5831638930
NA,-76.005833,-7.358333,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831641973
Brunellia inermis,-74.978611,-11.300556,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831616989
NA,-76.215,-7.396111,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831640881
Sciodaphyllum herzogii,-65.9825,-17.067222,BOL,2021,PRESERVED_SPECIMEN,10,COL,Tropicos,4061352911
Puya sehuencasensis,-65.280278,-17.484166,BOL,2021,PRESERVED_SPECIMEN,9,COL,Tropicos,4061352923
NA,-64.7625,-17.772222,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4061352924
NA,-64.716111,-17.793889,BOL,2021,PRESERVED_SPECIMEN,10,COL,Tropicos,4061391100
NA,-67.369167,-16.751111,BOL,2021,PRESERVED_SPECIMEN,11,COL,Tropicos,4061391142
NA,-65.9625,-17.121389,BOL,2021,PRESERVED_SPECIMEN,10,COL,Tropicos,4061408699
Sciodaphyllum herzogii,-65.862778,-17.194722,BOL,2021,PRESERVED_SPECIMEN,9,COL,Tropicos,4061411820
Oreopanax thaumasiophyllus,-68.1175,-16.15,BOL,2021,PRESERVED_SPECIMEN,11,COL,Tropicos,4061411890
Sciodaphyllum pentandrum,-68.020556,-16.063611,BOL,2021,PRESERVED_SPECIMEN,9,COL,Tropicos,4061447712
NA,-65.236944,-17.431667,BOL,2021,PRESERVED_SPECIMEN,14,COL,Tropicos,4061915047
Sciodaphyllum tipuanicum,-65.645833,-17.057778,BOL,2021,PRESERVED_SPECIMEN,11,COL,Tropicos,4061929898
Sciodaphyllum allocotanthum,-65.901111,-17.163056,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4061929912
Sciodaphyllum herzogii,-65.251389,-17.430833,BOL,2021,PRESERVED_SPECIMEN,10,COL,Tropicos,4061929927
Sciodaphyllum kuntzei,-65.242222,-17.383056,BOL,2021,PRESERVED_SPECIMEN,9,COL,Tropicos,4061929928
NA,-65.947778,-17.130833,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4062022603
Sciodaphyllum kuntzei,-65.235556,-17.43,BOL,2021,PRESERVED_SPECIMEN,13,COL,Tropicos,4062022616
Oreopanax atopanthus,-65.9825,-17.067222,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4062115174
NA,-68.1125,-16.135833,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4062115204
Sciodaphyllum pentandrum,-68.064167,-16.104722,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4062115208
NA,-64.714722,-17.800556,BOL,2021,PRESERVED_SPECIMEN,8,COL,Tropicos,4062116990
NA,-65.898889,-17.197222,BOL,2021,PRESERVED_SPECIMEN,11,COL,Tropicos,4062135280
Sciodaphyllum allocotanthum,-65.973611,-17.105278,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4062135290
Oreopanax atopanthus,-65.859722,-17.203889,BOL,2021,PRESERVED_SPECIMEN,14,COL,Tropicos,4062226448
NA,-65.883333,-17.1875,BOL,2021,PRESERVED_SPECIMEN,14,COL,Tropicos,4062226449
NA,-64.703333,-17.833889,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4062226486
NA,-68.113333,-16.136667,BOL,2021,PRESERVED_SPECIMEN,12,COL,Tropicos,4062226508
NA,-67.893333,-16.1925,BOL,2021,PRESERVED_SPECIMEN,11,COL,Tropicos,4062226522
Oreopanax australis,-66.902222,-16.793889,BOL,2021,PRESERVED_SPECIMEN,11,COL,Tropicos,4061447092
NA,-76.223333,-8.180278,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831588508
NA,-76.223333,-8.178056,PER,2021,PRESERVED_SPECIMEN,4,COL,Tropicos,5831605104
NA,-75.625556,-10.643611,PER,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,5831585964
NA,-75.437778,-10.675833,PER,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,5831618574
NA,-75.538611,-10.676111,PER,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,5831608657
NA,-75.608611,-10.372778,PER,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,5831622012
NA,-75.284444,-10.3875,PER,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,5831610864
NA,-75.243055,-10.376111,PER,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,5831618319
NA,-74.737222,-11.346389,PER,2020,PRESERVED_SPECIMEN,5,COL,Tropicos,5831598930
NA,-75.426111,-10.635833,PER,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,5831605106
Cryptotaenia japonica,-74.370833,4.668333,COL,2020,PRESERVED_SPECIMEN,1,COL,Tropicos,4061381746
Sciodaphyllum patulum,-67.957778,-15.513056,BOL,2020,PRESERVED_SPECIMEN,4,COL,Tropicos,4947797485
Manihot anomala,-67.792222,-15.578611,BOL,2020,PRESERVED_SPECIMEN,1,COL,Tropicos,4947797655
Manihot condensata,-67.68,-15.68,BOL,2020,PRESERVED_SPECIMEN,6,COL,Tropicos,4947797656
Sciodaphyllum patulum,-68.036667,-15.619444,BOL,2020,PRESERVED_SPECIMEN,6,COL,Tropicos,4947798179
Didymopanax morototoni,-68.023889,-15.5775,BOL,2020,PRESERVED_SPECIMEN,6,COL,Tropicos,4947799730
NA,-75.582222,-10.038611,PER,2020,PRESERVED_SPECIMEN,6,COL,Tropicos,5831641748
Aiphanes cogollo,-74.997575,5.811061,COL,2019,PRESERVED_SPECIMEN,1,COL,Tropicos,4061370322
Anthurium bustamanteae,-78.02664,-0.41505,ECU,2019,PRESERVED_SPECIMEN,1,COL,Tropicos,4061876094
NA,-75.358333,-10.545278,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831600205
NA,-76.687778,3.398333,COL,2019,PRESERVED_SPECIMEN,11,COL,Tropicos,5868814594
NA,-76.015556,-7.066111,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831589641
NA,-76.021111,-7.066389,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831609583
NA,-75.968333,-7.056111,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831615055
NA,-76.195833,-7.589167,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831595617
Verbesina encelioides,-90.188889,38.650278,USA,2019,PRESERVED_SPECIMEN,1,COL,Tropicos,4061354049
Brunellia inermis,-74.868611,-11.494444,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831597928
NA,-74.868611,-11.494444,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831598931
NA,-75.389722,-11.464444,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831617234
NA,-75.420278,-11.481389,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831619286
NA,-76.216944,-8.187778,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831625986
NA,-76.224444,-8.18,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831626243
NA,-76.218611,-8.183056,PER,2019,PRESERVED_SPECIMEN,4,COL,Tropicos,5831639463
Poa mucuchachensis,-73.997338,4.557524,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,4061325472
Zanthoxylum magnifructum,-75.837583,6.859361,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,4061432144
Poa colombiana,-73.997338,4.557524,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,4061961804
NA,-76.346111,-7.696944,PER,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,5831585487
Anthurium leptocaule,-81.150833,8.533333,PAN,2018,PRESERVED_SPECIMEN,3,COL,Tropicos,4062034119
Myrcia ishoaquinicca,-76.984722,1.332222,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2806571593
Meriania barbosae,-75.309722,5.891667,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,3071240327
Calathea multispicata,-76.603611,3.533333,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,4061278144
Allomaieta pterocalycina,-75.06242,7.30124,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,4061863926
Sciodaphyllum pygmaeum,-76.882778,3.576111,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,3946801491
NA,-76.895028,3.613583,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268984169
NA,-76.223972,4.861889,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268984232
NA,-76.293167,4.743972,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268984236
NA,-76.928417,3.613194,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268984341
Sciodaphyllum chococolum,-76.888194,3.612528,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268984689
Sciodaphyllum sphaerocoma,-76.223972,4.861889,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985060
NA,-76.295861,4.741528,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985065
NA,-76.177083,4.819528,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985166
NA,-76.291611,4.744972,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985215
Trichodrymonia metamorphophylla,-76.293389,4.743778,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985393
NA,-76.285333,4.737167,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985494
NA,-76.21425,4.839639,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985846
NA,-76.202333,4.913278,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268985994
NA,-76.293389,4.743778,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986033
Sciodaphyllum bonitum,-76.178806,4.8235,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986059
NA,-76.179333,4.828556,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986300
NA,-76.212806,4.837639,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986310
NA,-76.927722,3.61475,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986594
NA,-76.2905,4.749222,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986675
NA,-76.177389,4.821222,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986748
Sciodaphyllum magnifolium,-76.927833,3.6165,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268986913
Sciodaphyllum bonitum,-76.177389,4.821222,COL,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,2268987058
Microlicia colombiana,-72.625561,5.735306,COL,2018,PRESERVED_SPECIMEN,1,COL,Tropicos,4062044171
NA,-76.014722,-7.0619440000000004,PER,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,5831601454
NA,-76.013889,-7.070278,PER,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,5831609124
NA,-76.012222,-7.062222,PER,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,5831612420
NA,-76.010556,-7.062222,PER,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,5831634998
NA,-76.011944,-7.071389,PER,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,5831619961
Brunellia stenoptera,-76.011944,-7.071389,PER,2018,PRESERVED_SPECIMEN,4,COL,Tropicos,5831636957
Ophiocaryon nicolasii,-75.903667,1.626695,COL,2017,PRESERVED_SPECIMEN,1,COL,Tropicos,2806573617
NA,-75.431389,-10.992222,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831619744
NA,-73.731667,4.486111,COL,2017,PRESERVED_SPECIMEN,3,COL,Tropicos,5868814825
NA,-76.095278,-8.491389,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831585486
Drymonia croatii,-76.583056,3.584167,COL,2017,PRESERVED_SPECIMEN,1,COL,Tropicos,2521340079
Lejeunea corynantha,-72.3,6.016667,COL,2017,PRESERVED_SPECIMEN,1,COL,Tropicos,2268957191
Colura calyptrifolia,-72.3,6.016667,COL,2017,PRESERVED_SPECIMEN,1,COL,Tropicos,2268957746
NA,-76.609444,-7.951111,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831594155
NA,-76.590555,-7.935833,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831613969
NA,-76.615556,-7.955278,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831584700
NA,-75.017778,-10.428333,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831605105
NA,-76.617222,-7.932778,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831605448
Sciodaphyllum heterotrichum,-73.519972,5.744722,COL,2017,PRESERVED_SPECIMEN,3,COL,Tropicos,2268904649
Sciodaphyllum montanum,-75.438611,6.890556,COL,2017,PRESERVED_SPECIMEN,14,COL,Tropicos,4061220116
Priogymnanthus colombianus,-75.38653,5.753177,COL,2017,PRESERVED_SPECIMEN,1,COL,Tropicos,4061385374
Sciodaphyllum undulatum,-75.656836,6.613419,COL,2017,PRESERVED_SPECIMEN,19,COL,Tropicos,4062003563
NA,-75.978333,-6.935555,PER,2017,PRESERVED_SPECIMEN,4,COL,Tropicos,5831613970
Anthurium wellingae,-78.633333,-3.6,ECU,2017,PRESERVED_SPECIMEN,6,COL,Tropicos,4061841491
NA,-75.124167,-10.143333,PER,2016,PRESERVED_SPECIMEN,4,COL,Tropicos,5831605447
Besleria silverstoneana,-76.624167,3.514444,COL,2016,PRESERVED_SPECIMEN,1,COL,Tropicos,4061987809
NA,-68.960417,-14.632156,BOL,2016,PRESERVED_SPECIMEN,3,COL,Tropicos,5831607208
Aiphanes argos,-74.891667,6.055556,COL,2016,PRESERVED_SPECIMEN,1,COL,Tropicos,2268906848
Rhodospatha rupicola,-75.706111,1.417778,COL,2016,PRESERVED_SPECIMEN,1,COL,Tropicos,4953226086
Archilejeunea nebeliana,-76.683333,1.2,COL,2016,PRESERVED_SPECIMEN,1,COL,Tropicos,2268956287
Aiphanes tatama,-76.071917,5.233528,COL,2016,PRESERVED_SPECIMEN,1,COL,Tropicos,2381415046
Myrcia samanensis,-74.919167,6.042778,COL,2016,PRESERVED_SPECIMEN,1,COL,Tropicos,4466814333
NA,-76.015556,-7.068889,PER,2016,PRESERVED_SPECIMEN,4,COL,Tropicos,5831609353
Psidium guayaquilense,-80,-2.166667,ECU,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,4061289536
Isotrema tomentosum,-90.198389,37.862833,USA,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,4061939905
NA,-76.7625,3.534167,COL,2015,PRESERVED_SPECIMEN,10,COL,Tropicos,4061212842
NA,-73.726667,4.623611,COL,2015,PRESERVED_SPECIMEN,6,COL,Tropicos,5868814629
Asterella macropoda,-74.05,11.083333,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268869598
Plagiochila distinctifolia,-74.05,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268869661
Dumortiera hirsuta,-74.083333,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268869940
Cyathodium cavernarum,-74.083333,11.116667,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870358
Plagiochila adianthoides,-74.05,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870448
Cololejeunea camillei,-74.083333,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870454
Targionia hypophylla,-74.083333,11.116667,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870603
Solenostoma amoenum,-74.083333,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870621
Plagiochila subundulata,-74.05,11.083333,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870633
Plagiochila lingua,-74.083333,11.116667,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870655
Asterella pringlei,-74.1,11.116667,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870708
Frullanoides liebmanniana,-74.083333,11.116667,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870777
Metzgeria lindbergii,-74.05,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268870838
Lunularia cruciata,-74.05,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,2268872149
Raputia santosii,-72.785055,1.152139,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,3336645332
Nothoceros vincentianus,-74.05,11.083333,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,4061190848
Nothoceros aenigmaticus,-74.05,11.1,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,4061242724
Anthoceros granulatus,-74.083333,11.116667,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,4061190849
Notothylas orbicularis,-74.1,11.133333,COL,2015,PRESERVED_SPECIMEN,1,COL,Tropicos,4061225045
Anthurium greigi,-75.834444,2.695556,COL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,1265214656
NA,-76.030833,1.655556,COL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,1265214646
NA,-76.035833,1.649444,COL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,1265214652
Chloroleucon sempervivum,-75.898861,4.863944,COL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,2268881866
Ampelozizyphus kuripacorum,-69,1.866667,COL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,2268817796
Cissus pseudoverticillata,-67.803083,-14.082806,BOL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,4061147618
Solanum daphnophyllum,-67.801056,-14.082333,BOL,2014,PRESERVED_SPECIMEN,3,COL,Tropicos,4061910705
Magnolia mindoensis,-77.944722,1.118333,COL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,2302240972
NA,-68.777167,-14.578306,BOL,2014,PRESERVED_SPECIMEN,6,COL,Tropicos,5831592497
Xanthosoma brevispathaceum,-75.26,-10.39,PER,2014,PRESERVED_SPECIMEN,3,COL,Tropicos,5888738801
Sciodaphyllum sonsonense,-75.266667,5.8,COL,2014,PRESERVED_SPECIMEN,1,COL,Tropicos,2464727470
Passiflora morifolia,-63.9575,-18.869444,BOL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,4061106982
Meriania fantastica,-76.833333,1.1,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1258160546
Miconia indicoviolacea,-78.083333,1.35,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,4061973272
Anthurium birdseyanum,-76.430556,3.870833,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1264718301
NA,-76.116667,3.866667,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1265215375
NA,-68.524028,-14.462778,BOL,2013,PRESERVED_SPECIMEN,4,COL,Tropicos,5831587688
NA,-75.368333,-10.134444,PER,2013,PRESERVED_SPECIMEN,4,COL,Tropicos,5831597930
Philodendron hyalinum,-76.3275,6.476389,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1258039927
Endlicheria columbiana,-76.251111,6.518611,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1258044265
Psammisia longirachis,-76.322222,6.482222,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,2268817950
Besleria physaloides,-76.624167,3.514444,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,2268932172
Columnea longipedicellata,-76.223611,4.859722,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,2268932275
Drymonia croatii,-76.753333,3.534167,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,2521339820
Columnea tecta,-78.195833,1.366111,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,4061165000
Drymonia squamosa,-76.3275,6.476389,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,4061266495
Philodendron oligospermum,-78.1565,0.805,ECU,2013,PRESERVED_SPECIMEN,4,COL,Tropicos,4062168244
Anthurium membranaceum,-78.1565,0.805,ECU,2013,PRESERVED_SPECIMEN,6,COL,Tropicos,4981808368
Anthurium amoenum,-75.547778,4.679056,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,4981809785
Anthurium greigi,-75.048611,5.688611,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1265214639
NA,-75.048611,5.688611,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1265215385
Prestonia lauta,-75.050833,5.515083,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,2269019180
NA,-74.777222,5.672222,COL,2013,PRESERVED_SPECIMEN,1,COL,Tropicos,1262926340
Burmeistera minutiflora,-76.15,6.616667,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1258149416
Burmeistera minutiflora,-76.157778,6.620833,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1258149419
NA,-74.866389,5.853889,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1265215377
Sciodaphyllum montanum,-75.291111,6.036667,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,3071230322
Graffenrieda maklenkensis,-73.03,7.07,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,4061966601
Passiflora morifolia,-63.948055,-18.873889,BOL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,4061658734
NA,-75.182778,-10.26,PER,2012,PRESERVED_SPECIMEN,7,COL,Tropicos,5831594501
NA,-63.956944,-18.862778,BOL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,5831599981
NA,-75.430556,6.838889,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1258208090
Columnea ceticeps,-75.905556,5.488333,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,2268899393
Sciodaphyllum montanum,-75.430556,6.838889,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,2268945646
Sciodaphyllum montanum,-75.455,7.069167,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,3071215325
Columnea antennifera,-75.488889,7.088889,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,4061214120
Cremospermopsis galaxias,-74.911389,5.972778,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,4061266606
Drymonia crispa,-75.895,5.482778,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,4061812846
NA,-63.658056,-18.702778,BOL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,5831611935
NA,-75.451944,-10.439444,PER,2012,PRESERVED_SPECIMEN,6,COL,Tropicos,5831622241
Chimarrhis latifolia,-74.883056,5.566389,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,4061311490
Anthurium longegeniculatum,-75.782842,1.763222,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1257908455
Psammisia glandulolaminata,-76.226944,6.6375,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,2268813648
Psammisia glandulolaminata,-76.225833,6.635556,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,2268816036
Anthurium greigi,-75.040833,5.520833,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1265214650
Anthurium argyrostachyum,-75.061111,5.522778,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1265214660
Anthurium myosuroides,-75.061111,5.522778,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1265214678
NA,-73.044444,5.522778,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,1265215431
NA,-75.040833,5.520833,COL,2012,PRESERVED_SPECIMEN,1,COL,Tropicos,2268813727
Passiflora nitida,-75.368333,-10.134444,PER,2012,PRESERVED_SPECIMEN,4,COL,Tropicos,4061122131
NA,-78.210167,0.821139,ECU,2012,PRESERVED_SPECIMEN,7,COL,Tropicos,4061154794
Anthurium claudiae,-78.216667,0.866667,ECU,2012,PRESERVED_SPECIMEN,11,COL,Tropicos,4061686135
Passiflora vestita,-75.368333,-10.134444,PER,2012,PRESERVED_SPECIMEN,4,COL,Tropicos,4061700196
Anthurium mindense,-78.216667,0.866667,ECU,2012,PRESERVED_SPECIMEN,17,COL,Tropicos,4981808449
NA,-78.3725,-5.355833,PER,2012,PRESERVED_SPECIMEN,7,COL,Tropicos,5831618570
